codigo_estrato,estrato,sexo,edad,poblacion,peso
5,chubut,masculino,23,4264,6.124038024071663e-05
5,chubut,femenino,24,4285,6.154198624096406e-05
5,chubut,masculino,24,4303,6.180050566974758e-05
5,chubut,femenino,25,4622,6.638204443541095e-05
5,chubut,masculino,25,4577,6.573574586345216e-05
5,chubut,femenino,26,4518,6.488837662466176e-05
5,chubut,masculino,26,4524,6.49745497675896e-05
5,chubut,femenino,27,4833,6.941246662837324e-05
5,chubut,masculino,27,4525,6.498891195807757e-05
5,chubut,femenino,28,4671,6.708579176932161e-05
5,chubut,masculino,28,4589,6.590809214930784e-05
5,chubut,femenino,29,4719,6.777517691274432e-05
5,chubut,masculino,29,4564,6.554903738710851e-05
5,chubut,femenino,30,5121,7.354877748890944e-05
5,chubut,masculino,30,4869,6.992950548594026e-05
5,chubut,femenino,31,4906,7.046090653399526e-05
5,chubut,masculino,31,4661,6.694216986444189e-05
5,chubut,femenino,32,4788,6.876616805641446e-05
5,chubut,masculino,32,4589,6.590809214930784e-05
5,chubut,femenino,33,4734,6.799060977006391e-05
5,chubut,masculino,33,4479,6.432825119563081e-05
5,chubut,femenino,34,4703,6.754538186493676e-05
5,chubut,masculino,34,4631,6.65113041498027e-05
5,chubut,femenino,35,5072,7.284503015499878e-05
5,chubut,masculino,35,4803,6.898160091373405e-05
5,chubut,femenino,36,4740,6.807678291299175e-05
5,chubut,masculino,36,4675,6.71432405312735e-05
5,chubut,femenino,37,4606,6.615224938760338e-05
5,chubut,masculino,37,4539,6.518998262490919e-05
5,chubut,femenino,38,4647,6.674109919761027e-05
5,chubut,masculino,38,4567,6.559212395857243e-05
5,chubut,femenino,39,4819,6.921139596154162e-05
5,chubut,masculino,39,4734,6.799060977006391e-05
5,chubut,femenino,40,4919,7.064761501033891e-05
5,chubut,masculino,40,4704,6.755974405542473e-05
5,chubut,femenino,41,4715,6.771772815079243e-05
5,chubut,masculino,41,4577,6.573574586345216e-05
5,chubut,femenino,42,4956,7.11790160583939e-05
5,chubut,masculino,42,4827,6.93262934854454e-05
5,chubut,femenino,43,4801,6.89528765327581e-05
5,chubut,masculino,43,4523,6.496018757710163e-05
5,chubut,femenino,44,4628,6.646821757833878e-05
5,chubut,masculino,44,4487,6.44431487195346e-05
5,chubut,femenino,45,4390,6.305001624220123e-05
5,chubut,masculino,45,4359,6.260478833707406e-05
5,chubut,femenino,46,4249,6.102494738339704e-05
5,chubut,masculino,46,3967,5.6974809665788666e-05
5,chubut,femenino,47,3955,5.680246337993299e-05
5,chubut,masculino,47,3839,5.5136449283328133e-05
5,chubut,femenino,48,3801,5.459068604478516e-05
5,chubut,masculino,48,3539,5.0827792136936245e-05
5,chubut,femenino,49,3653,5.2465081852565165e-05
5,chubut,masculino,49,3619,5.197676737597408e-05
5,chubut,femenino,50,3504,5.03251154698572e-05
5,chubut,masculino,50,3472,4.986552537424206e-05
5,chubut,femenino,51,3353,4.815642470617328e-05
5,chubut,masculino,51,3123,4.4853120893939505e-05
5,chubut,femenino,52,3242,4.656222156200828e-05
5,chubut,masculino,52,3117,4.476694775101167e-05
5,chubut,femenino,53,3035,4.3589248130997885e-05
5,chubut,masculino,53,2868,4.11907623195064e-05
5,chubut,femenino,54,3003,4.312965803538275e-05
5,chubut,masculino,54,2696,3.872046555557506e-05
5,chubut,femenino,55,2990,4.29429495590391e-05
5,chubut,masculino,55,2671,3.836141079337573e-05
5,chubut,femenino,56,2914,4.1851423081953155e-05
5,chubut,masculino,56,2717,3.9022071555822486e-05
5,chubut,femenino,57,2932,4.210994251073667e-05
5,chubut,masculino,57,2846,4.0874794128771e-05
5,chubut,femenino,58,2861,4.109022698609059e-05
5,chubut,masculino,58,2691,3.864865460313519e-05
5,chubut,femenino,59,2866,4.1162037938530454e-05
5,chubut,masculino,59,2723,3.910824469875032e-05
5,chubut,femenino,60,2753,3.953911041338951e-05
5,chubut,masculino,60,2655,3.8131615745568165e-05
5,chubut,femenino,61,2533,3.637942850603547e-05
5,chubut,masculino,61,2364,3.395221831356804e-05
5,chubut,femenino,62,2545,3.655177479189114e-05
5,chubut,masculino,62,2288,3.286069183648209e-05
5,chubut,femenino,63,2458,3.5302264219437496e-05
5,chubut,masculino,63,2166,3.1108504596949397e-05
5,chubut,femenino,64,2337,3.3564439170392766e-05
5,chubut,masculino,64,2113,3.034730850108683e-05
5,chubut,femenino,65,2427,3.485703631431033e-05
5,chubut,masculino,65,2210,3.174044097842021e-05
5,chubut,femenino,66,2212,3.176916535939615e-05
5,chubut,masculino,66,1965,2.8221704308866836e-05
5,chubut,femenino,67,2091,3.0031340310351426e-05
5,chubut,masculino,67,1898,2.7259437546172648e-05
5,chubut,femenino,68,2111,3.0318584120110886e-05
5,chubut,masculino,68,1782,2.5593423449567786e-05
5,chubut,femenino,69,1978,2.8408412785210482e-05
5,chubut,masculino,69,1780,2.556469906859184e-05
5,chubut,femenino,70,1914,2.7489232593980213e-05
5,chubut,masculino,70,1719,2.468860544882549e-05
5,chubut,femenino,71,1765,2.5349266211272245e-05
5,chubut,masculino,71,1444,2.073900306463293e-05
5,chubut,femenino,72,1680,2.4128480019794546e-05
5,chubut,masculino,72,1500,2.1543285731959415e-05
5,chubut,femenino,73,1552,2.2290119637334007e-05
5,chubut,masculino,73,1335,1.917352430144388e-05
5,chubut,femenino,74,1406,2.0193239826089958e-05
5,chubut,masculino,74,1231,1.7679856490694693e-05
5,chubut,femenino,75,1354,1.9446405920715365e-05
5,chubut,masculino,75,1118,1.605692896555375e-05
5,chubut,femenino,76,1259,1.8081997824357935e-05
5,chubut,masculino,76,1027,1.4749969631148213e-05
5,chubut,femenino,77,1179,1.69330225853201e-05
5,chubut,masculino,77,871,1.2509467915024434e-05
5,chubut,femenino,78,1115,1.601384239408983e-05
5,chubut,masculino,78,803,1.1532838961842274e-05
5,chubut,femenino,79,1065,1.5295732869691184e-05
5,chubut,masculino,79,729,1.0470036865732275e-05
5,chubut,femenino,80,944,1.3557907820646458e-05
5,chubut,masculino,80,667,9.579581055477953e-06
5,chubut,femenino,81,851,1.2222224105264976e-05
5,chubut,masculino,81,633,9.091266578886874e-06
5,chubut,femenino,82,816,1.1719547438185923e-05
5,chubut,masculino,82,536,7.698134101553497e-06
5,chubut,femenino,83,715,1.0268966198900654e-05
5,chubut,masculino,83,418,6.00339562397269e-06
5,chubut,femenino,84,665,9.550856674502007e-06
5,chubut,masculino,84,417,5.989033433484717e-06
5,chubut,femenino,85,590,8.473692387904037e-06
5,chubut,masculino,85,357,5.127302004206341e-06
5,chubut,femenino,86,515,7.396528101306066e-06
5,chubut,masculino,86,299,4.2942949559039105e-06
5,chubut,femenino,87,443,6.3624503861720145e-06
5,chubut,masculino,87,262,3.7628939078489113e-06
5,chubut,femenino,88,399,5.730514004701204e-06
5,chubut,masculino,88,209,3.001697811986345e-06
5,chubut,femenino,89,349,5.0124044803025574e-06
5,chubut,masculino,89,160,2.297950478075671e-06
5,chubut,femenino,90,299,4.2942949559039105e-06
5,chubut,masculino,90,128,1.8383603824605368e-06
5,chubut,femenino,91,226,3.2458550502818853e-06
5,chubut,masculino,91,113,1.6229275251409426e-06
5,chubut,femenino,92,220,3.1596819073540476e-06
5,chubut,masculino,92,91,1.3069593344055378e-06
5,chubut,femenino,93,155,2.226139525635806e-06
5,chubut,masculino,93,72,1.034077715134052e-06
5,chubut,femenino,94,134,1.9245335253883743e-06
5,chubut,masculino,94,53,7.61196095862566e-07
5,chubut,femenino,95,108,1.551116572701078e-06
5,chubut,masculino,95,50,7.181095243986471e-07
8,entre ríos,femenino,16,10653,0.00015300041526837576
8,entre ríos,masculino,16,10954,0.00015732343460525563
8,entre ríos,femenino,17,11440,0.00016430345918241047
8,entre ríos,masculino,17,11644,0.00016723334604195695
8,entre ríos,femenino,18,10953,0.00015730907241476766
8,entre ríos,masculino,18,11256,0.00016166081613262344
8,entre ríos,femenino,19,11061,0.00015886018898746872
8,entre ríos,masculino,19,11236,0.000161373572322864
8,entre ríos,femenino,20,10645,0.00015288551774447198
8,entre ríos,masculino,20,10553,0.00015156419621957848
8,entre ríos,femenino,21,11037,0.00015851549641575737
8,entre ríos,masculino,21,11051,0.000158716567082589
8,entre ríos,femenino,22,11581,0.00016632852804121466
8,entre ríos,masculino,22,11223,0.00016118686384652034
8,entre ríos,femenino,23,11012,0.00015815644165355805
8,entre ríos,masculino,23,10775,0.00015475260250790847
8,entre ríos,femenino,24,11241,0.00016144538327530385
8,entre ríos,masculino,24,10686,0.00015347436755447887
8,entre ríos,femenino,25,11314,0.0001624938231809259
8,entre ríos,masculino,25,11192,0.00016074163594139319
8,entre ríos,femenino,26,10790,0.00015496803536522806
8,entre ríos,masculino,26,10491,0.00015067374040932414
8,entre ríos,femenino,27,11055,0.00015877401584454088
8,entre ríos,masculino,27,10865,0.00015604519965182602
8,entre ríos,femenino,28,10882,0.00015628935689012156
8,entre ríos,masculino,28,10642,0.00015284243117300806
8,entre ríos,femenino,29,10873,0.0001561600971757298
8,entre ríos,masculino,29,10606,0.00015232539231544104
8,entre ríos,femenino,30,11535,0.0001656678672787679
8,entre ríos,masculino,30,10970,0.0001575532296530632
8,entre ríos,femenino,31,11506,0.0001652513637546167
8,entre ríos,masculino,31,10899,0.00015653351412841713
8,entre ríos,femenino,32,10662,0.00015312967498276752
8,entre ríos,masculino,32,10211,0.00014665232707269173
8,entre ríos,femenino,33,10356,0.0001487348446934478
8,entre ríos,masculino,33,9947,0.00014286070878386688
8,entre ríos,femenino,34,10276,0.00014758586945440996
8,entre ríos,masculino,34,9738,0.0001398590109718805
8,entre ríos,femenino,35,10638,0.00015278498241105617
8,entre ríos,masculino,35,10099,0.00014504376173803875
8,entre ríos,femenino,36,10503,0.00015084608669517982
8,entre ríos,masculino,36,10023,0.00014395223526095282
8,entre ríos,femenino,37,9854,0.00014152502506848538
8,entre ríos,masculino,37,9538,0.00013698657287428592
8,entre ríos,femenino,38,10001,0.00014363626707021741
8,entre ríos,masculino,38,9441,0.00013559344039695256
8,entre ríos,femenino,39,10472,0.00015040085879005266
8,entre ríos,masculino,39,10053,0.000144383100975592
8,entre ríos,femenino,40,10670,0.0001532445725066713
8,entre ríos,masculino,40,10170,0.00014606347726268484
8,entre ríos,femenino,41,10053,0.000144383100975592
8,entre ríos,masculino,41,9523,0.00013677114001696633
8,entre ríos,femenino,42,10853,0.00015587285336597035
8,entre ríos,masculino,42,10270,0.00014749969631148213
8,entre ríos,femenino,43,10453,0.00015012797717078118
8,entre ríos,masculino,43,9827,0.00014113724592531012
8,entre ríos,femenino,44,9922,0.00014250165402166754
8,entre ríos,masculino,44,9519,0.00013671369125501444
8,entre ríos,femenino,45,9331,0.00013401359944327553
8,entre ríos,masculino,45,9176,0.00013178745991763974
8,entre ríos,femenino,46,9059,0.0001301070836305469
8,entre ríos,masculino,46,8727,0.00012533883638853987
8,entre ríos,femenino,47,8866,0.00012733518086636812
8,entre ríos,masculino,47,8369,0.00012019717219384557
8,entre ríos,femenino,48,8359,0.00012005355028896584
8,entre ríos,masculino,48,8069,0.00011588851504745369
8,entre ríos,femenino,49,8441,0.00012123124990897962
8,entre ríos,masculino,49,8092,0.00011621884542867706
8,entre ríos,femenino,50,8585,0.00012329940533924773
8,entre ríos,masculino,50,8125,0.00011669279771478016
8,entre ríos,femenino,51,7877,0.00011313097447376288
8,entre ríos,masculino,51,7433,0.00010675416189710289
8,entre ríos,femenino,52,7571,0.00010873614418444316
8,entre ríos,masculino,52,7199,0.00010339340932291723
8,entre ríos,femenino,53,7435,0.00010678288627807884
8,entre ríos,masculino,53,6911,9.925709846238102e-05
8,entre ríos,femenino,54,7233,0.0001038817237995083
8,entre ríos,masculino,54,6844,9.829483169968683e-05
8,entre ríos,femenino,55,7241,0.00010399662132341208
8,entre ríos,masculino,55,6722,9.654264446015413e-05
8,entre ríos,femenino,56,7148,0.0001026609376080306
8,entre ríos,masculino,56,6951,9.983158608189993e-05
8,entre ríos,femenino,57,7528,0.00010811856999346032
8,entre ríos,masculino,57,6993,0.0001004347980823948
8,entre ríos,femenino,58,7234,0.00010389608598999627
8,entre ríos,masculino,58,6633,9.526440950672454e-05
8,entre ríos,femenino,59,7269,0.00010439876265707532
8,entre ríos,masculino,59,6685,9.601124341209912e-05
8,entre ríos,femenino,60,7073,0.00010158377332143263
8,entre ríos,masculino,60,6299,9.046743788374157e-05
8,entre ríos,femenino,61,6567,9.431650493451832e-05
8,entre ríos,masculino,61,6026,8.654655988052495e-05
8,entre ríos,femenino,62,6756,9.703095893674521e-05
8,entre ríos,masculino,62,5927,8.512470302221563e-05
8,entre ríos,femenino,63,6337,9.101320112228455e-05
8,entre ríos,masculino,63,5629,8.08447702567997e-05
8,entre ríos,femenino,64,6309,9.06110597886213e-05
8,entre ríos,masculino,64,5382,7.729730920627039e-05
8,entre ríos,femenino,65,6655,9.558037769745994e-05
8,entre ríos,masculino,65,5595,8.035645578020862e-05
8,entre ríos,femenino,66,5970,8.574227721319848e-05
8,entre ríos,masculino,66,5084,7.301737644085445e-05
8,entre ríos,femenino,67,5974,8.579972597515037e-05
8,entre ríos,masculino,67,5296,7.606216082430471e-05
8,entre ríos,femenino,68,5651,8.116073844753511e-05
8,entre ríos,masculino,68,4708,6.761719281737662e-05
8,entre ríos,femenino,69,5458,7.838883568335633e-05
8,entre ríos,masculino,69,4744,6.813423167494364e-05
8,entre ríos,femenino,70,5398,7.752710425407795e-05
8,entre ríos,masculino,70,4647,6.674109919761027e-05
8,entre ríos,femenino,71,5194,7.459721739453147e-05
8,entre ríos,masculino,71,4204,6.0378648811438254e-05
8,entre ríos,femenino,72,5151,7.397964320354863e-05
8,entre ríos,masculino,72,4072,5.8482839667025824e-05
8,entre ríos,femenino,73,4722,6.781826348420824e-05
8,entre ríos,masculino,73,3689,5.298212071013219e-05
8,entre ríos,femenino,74,4542,6.523306919637311e-05
8,entre ríos,masculino,74,3465,4.976499004082625e-05
8,entre ríos,femenino,75,4242,6.092441204998123e-05
8,entre ríos,masculino,75,3079,4.4221184512468695e-05
8,entre ríos,femenino,76,3939,5.657266833212543e-05
8,entre ríos,masculino,76,2841,4.0802983176331134e-05
8,entre ríos,femenino,77,3786,5.437525318746557e-05
8,entre ríos,masculino,77,2651,3.8074166983616274e-05
8,entre ríos,femenino,78,3533,5.074161899400841e-05
8,entre ríos,masculino,78,2293,3.293250278892196e-05
8,entre ríos,femenino,79,3181,4.5686127942241934e-05
8,entre ríos,masculino,79,2140,3.07350876442621e-05
8,entre ríos,femenino,80,2946,4.231101317756829e-05
8,entre ríos,masculino,80,1869,2.6842934022021433e-05
8,entre ríos,femenino,81,2839,4.077425879535519e-05
8,entre ríos,masculino,81,1680,2.4128480019794546e-05
8,entre ríos,femenino,82,2795,4.014232241388438e-05
8,entre ríos,masculino,82,1517,2.1787442970254956e-05
8,entre ríos,femenino,83,2461,3.5345350790901414e-05
8,entre ríos,masculino,83,1259,1.8081997824357935e-05
8,entre ríos,femenino,84,1985,2.8508948118626292e-05
8,entre ríos,masculino,84,1009,1.44914502023647e-05
8,entre ríos,femenino,85,1895,2.721635097470873e-05
8,entre ríos,masculino,85,917,1.317012867747119e-05
8,entre ríos,femenino,86,1749,2.511947116346468e-05
8,entre ríos,masculino,86,773,1.1101973247203085e-05
8,entre ríos,femenino,87,1515,2.175871858927901e-05
8,entre ríos,masculino,87,684,9.823738293773494e-06
8,entre ríos,femenino,88,1204,1.7292077347519424e-05
8,entre ríos,masculino,88,529,7.597598768137687e-06
8,entre ríos,femenino,89,1109,1.5927669251161995e-05
8,entre ríos,masculino,89,457,6.563521053003635e-06
8,entre ríos,femenino,90,955,1.3715891916014161e-05
8,entre ríos,masculino,90,338,4.854420384934855e-06
8,entre ríos,femenino,91,840,1.2064240009897273e-05
8,entre ríos,masculino,91,280,4.021413336632424e-06
8,entre ríos,femenino,92,649,9.32106162669444e-06
8,entre ríos,masculino,92,217,3.1165953358901288e-06
8,entre ríos,femenino,93,484,6.9513001961789045e-06
8,entre ríos,masculino,93,153,2.1974151446598605e-06
8,entre ríos,femenino,94,413,5.931584671532826e-06
8,entre ríos,masculino,94,97,1.3931324773333755e-06
8,entre ríos,femenino,95,289,4.150673051024181e-06
8,entre ríos,masculino,95,91,1.3069593344055378e-06
9,formosa,femenino,16,4939,7.093485882009837e-05
9,formosa,masculino,16,5152,7.39940053940366e-05
9,formosa,femenino,17,5374,7.71824116823666e-05
9,formosa,masculino,17,5638,8.097402997119145e-05
9,formosa,femenino,18,5158,7.408017853696444e-05
9,formosa,masculino,18,5370,7.712496292041471e-05
9,formosa,femenino,19,5116,7.347696653646958e-05
9,formosa,masculino,19,5159,7.409454072745241e-05
9,formosa,femenino,20,4801,6.89528765327581e-05
9,formosa,masculino,20,4714,6.770336596030446e-05
9,formosa,femenino,21,5026,7.218436939255201e-05
9,formosa,masculino,21,4679,6.720068929322541e-05
9,formosa,femenino,22,5505,7.906385863629105e-05
9,formosa,masculino,22,5086,7.30461008218304e-05
9,formosa,femenino,23,5101,7.326153367914999e-05
9,formosa,masculino,23,4907,7.047526872448324e-05
9,formosa,femenino,24,5379,7.725422263480647e-05
9,formosa,masculino,24,4911,7.053271748643513e-05
9,formosa,femenino,25,5457,7.837447349286836e-05
9,formosa,masculino,25,5071,7.28306679645108e-05
9,formosa,femenino,26,5491,7.886278796945943e-05
9,formosa,masculino,26,5040,7.238544005938363e-05
9,formosa,femenino,27,5429,7.797233215920511e-05
9,formosa,masculino,27,5043,7.242852663084755e-05
9,formosa,femenino,28,5085,7.303173863134242e-05
9,formosa,masculino,28,4798,6.890978996129419e-05
9,formosa,femenino,29,5209,7.481265025185106e-05
9,formosa,masculino,29,4845,6.958481291422891e-05
9,formosa,femenino,30,5385,7.73403957777343e-05
9,formosa,masculino,30,4873,6.998695424789216e-05
9,formosa,femenino,31,4959,7.122210262985782e-05
9,formosa,masculino,31,4587,6.58793677683319e-05
9,formosa,femenino,32,4618,6.632459567345906e-05
9,formosa,masculino,32,4206,6.04073731924142e-05
9,formosa,femenino,33,4500,6.462985719587825e-05
9,formosa,masculino,33,4159,5.973235023947947e-05
9,formosa,femenino,34,4683,6.72581380551773e-05
9,formosa,masculino,34,4156,5.968926366801555e-05
9,formosa,femenino,35,4477,6.429952681465486e-05
9,formosa,masculino,35,4229,6.073770357363758e-05
9,formosa,femenino,36,4248,6.1010585192909064e-05
9,formosa,masculino,36,3964,5.693172309432475e-05
9,formosa,femenino,37,4121,5.91865870009365e-05
9,formosa,masculino,37,3771,5.415982033014597e-05
9,formosa,femenino,38,4045,5.809506052385056e-05
9,formosa,masculino,38,3635,5.220656242378165e-05
9,formosa,femenino,39,4283,6.151326185998811e-05
9,formosa,masculino,39,3972,5.704662061822853e-05
9,formosa,femenino,40,4395,6.31218271946411e-05
9,formosa,masculino,40,4072,5.8482839667025824e-05
9,formosa,femenino,41,4056,5.825304461921826e-05
9,formosa,masculino,41,3819,5.484920547356867e-05
9,formosa,femenino,42,4422,6.350960633781636e-05
9,formosa,masculino,42,4164,5.9804161191919335e-05
9,formosa,femenino,43,4015,5.766419480921137e-05
9,formosa,masculino,43,3835,5.507900052137624e-05
9,formosa,femenino,44,3921,5.631414890334191e-05
9,formosa,masculino,44,3555,5.105758718474382e-05
9,formosa,femenino,45,3712,5.331245109135557e-05
9,formosa,masculino,45,3487,5.008095823156165e-05
9,formosa,femenino,46,3596,5.164643699475071e-05
9,formosa,masculino,46,3390,4.868782575422828e-05
9,formosa,femenino,47,3604,5.176133451865449e-05
9,formosa,masculino,47,3231,4.640423746664058e-05
9,formosa,femenino,48,3306,4.7481401753238555e-05
9,formosa,masculino,48,3109,4.465205022710788e-05
9,formosa,femenino,49,3373,4.844366851593274e-05
9,formosa,masculino,49,3050,4.3804680988317477e-05
9,formosa,femenino,50,3229,4.6375513085664635e-05
9,formosa,masculino,50,3108,4.4637688036619906e-05
9,formosa,femenino,51,2995,4.3014760511478966e-05
9,formosa,masculino,51,2847,4.088915631925897e-05
9,formosa,femenino,52,3002,4.3115295844894775e-05
9,formosa,masculino,52,2758,3.961092136582938e-05
9,formosa,femenino,53,2968,4.26269813683037e-05
9,formosa,masculino,53,2740,3.935240193704587e-05
9,formosa,femenino,54,3038,4.36323347024618e-05
9,formosa,masculino,54,2791,4.008487365193249e-05
9,formosa,femenino,55,3131,4.496801841784329e-05
9,formosa,masculino,55,2777,3.988380298510087e-05
9,formosa,femenino,56,3047,4.376159441685356e-05
9,formosa,masculino,56,2777,3.988380298510087e-05
9,formosa,femenino,57,2812,4.0386479652179916e-05
9,formosa,masculino,57,2738,3.932367755606992e-05
9,formosa,femenino,58,2731,3.922314222265411e-05
9,formosa,masculino,58,2692,3.8663016793623166e-05
9,formosa,femenino,59,2743,3.9395488508509785e-05
9,formosa,masculino,59,2642,3.794490726922452e-05
9,formosa,femenino,60,2658,3.8174702317032084e-05
9,formosa,masculino,60,2553,3.6666672315794926e-05
9,formosa,femenino,61,2445,3.511555574309385e-05
9,formosa,masculino,61,2247,3.227184202647521e-05
9,formosa,femenino,62,2541,3.649432602993925e-05
9,formosa,masculino,62,2278,3.2717069931602364e-05
9,formosa,femenino,63,2555,3.669539669677087e-05
9,formosa,masculino,63,2254,3.237237735989102e-05
9,formosa,femenino,64,2451,3.5201728886021686e-05
9,formosa,masculino,64,2266,3.254472364574669e-05
9,formosa,femenino,65,2523,3.6235806601155735e-05
9,formosa,masculino,65,2367,3.399530488503196e-05
9,formosa,femenino,66,2136,3.0677638882310206e-05
9,formosa,masculino,66,1973,2.833660183277062e-05
9,formosa,femenino,67,2058,2.9557388024248317e-05
9,formosa,masculino,67,1966,2.823606649935481e-05
9,formosa,femenino,68,1970,2.82935152613067e-05
9,formosa,masculino,68,1836,2.6368981735918324e-05
9,formosa,femenino,69,1975,2.8365326213746564e-05
9,formosa,masculino,69,1659,2.3826874019547114e-05
9,formosa,femenino,70,1923,2.761849230837197e-05
9,formosa,masculino,70,1719,2.468860544882549e-05
9,formosa,femenino,71,1735,2.4918400496633057e-05
9,formosa,masculino,71,1541,2.2132135541966307e-05
9,formosa,femenino,72,1564,2.2462465923189684e-05
9,formosa,masculino,72,1438,2.0652829921705094e-05
9,formosa,femenino,73,1471,2.11267822078082e-05
9,formosa,masculino,73,1204,1.7292077347519424e-05
9,formosa,femenino,74,1332,1.913043772997996e-05
9,formosa,masculino,74,1155,1.658833001360875e-05
9,formosa,femenino,75,1187,1.7047920109223883e-05
9,formosa,masculino,75,1046,1.50228512504197e-05
9,formosa,femenino,76,1177,1.6904298204344155e-05
9,formosa,masculino,76,983,1.4118033249677404e-05
9,formosa,femenino,77,1132,1.6257999632385372e-05
9,formosa,masculino,77,940,1.3500459058694567e-05
9,formosa,femenino,78,981,1.4089308868701457e-05
9,formosa,masculino,78,787,1.1303043914034706e-05
9,formosa,femenino,79,924,1.3270664010887e-05
9,formosa,masculino,79,673,9.665754198405791e-06
9,formosa,femenino,80,828,1.1891893724041598e-05
9,formosa,masculino,80,567,8.143362006680659e-06
9,formosa,femenino,81,704,1.0110982103532952e-05
9,formosa,masculino,81,534,7.669409720577551e-06
9,formosa,femenino,82,709,1.0182793055972817e-05
9,formosa,masculino,82,477,6.850764862763094e-06
9,formosa,femenino,83,636,9.134353150350793e-06
9,formosa,masculino,83,425,6.1039309573885015e-06
9,formosa,femenino,84,557,7.99974010180093e-06
9,formosa,masculino,84,402,5.773600576165124e-06
9,formosa,femenino,85,481,6.908213624714986e-06
9,formosa,masculino,85,338,4.854420384934855e-06
9,formosa,femenino,86,481,6.908213624714986e-06
9,formosa,masculino,86,279,4.007051146144451e-06
9,formosa,femenino,87,416,5.9746712429967446e-06
9,formosa,masculino,87,217,3.1165953358901288e-06
9,formosa,femenino,88,303,4.351743717855802e-06
9,formosa,masculino,88,182,2.6139186688110756e-06
9,formosa,femenino,89,276,3.963964574680533e-06
9,formosa,masculino,89,151,2.1686907636839145e-06
9,formosa,femenino,90,252,3.619272002969182e-06
9,formosa,masculino,90,151,2.1686907636839145e-06
9,formosa,femenino,91,197,2.8293515261306698e-06
9,formosa,masculino,91,106,1.522392191725132e-06
9,formosa,femenino,92,163,2.3410370495395898e-06
9,formosa,masculino,92,85,1.2207861914777001e-06
9,formosa,femenino,93,129,1.8527225729485098e-06
9,formosa,masculino,93,52,7.468339053745931e-07
9,formosa,femenino,94,111,1.5942031441649968e-06
9,formosa,masculino,94,43,6.175741909828366e-07
9,formosa,femenino,95,65,9.335423817182413e-07
9,formosa,masculino,95,58,8.330070483024307e-07
10,jujuy,femenino,16,6602,9.481918160159737e-05
10,jujuy,masculino,16,6713,9.641338474576238e-05
10,jujuy,femenino,17,7043,0.00010115290760679344
10,jujuy,masculino,17,7039,0.00010109545884484155
10,jujuy,femenino,18,6252,8.979241493080685e-05
10,jujuy,masculino,18,6560,9.421596960110251e-05
10,jujuy,femenino,19,6335,9.09844767413086e-05
10,jujuy,masculino,19,6547,9.402926112475886e-05
10,jujuy,femenino,20,6133,8.808331426273807e-05
10,jujuy,masculino,20,6274,9.010838312154225e-05
10,jujuy,femenino,21,6515,9.356967102914373e-05
10,jujuy,masculino,21,6711,9.638466036478643e-05
10,jujuy,femenino,22,6797,9.761980874675209e-05
10,jujuy,masculino,22,6795,9.759108436577615e-05
10,jujuy,femenino,23,6643,9.540803141160427e-05
10,jujuy,masculino,23,6456,9.272230179035333e-05
10,jujuy,femenino,24,6708,9.634157379332251e-05
10,jujuy,masculino,24,6499,9.333987598133616e-05
10,jujuy,femenino,25,6913,9.928582284335696e-05
10,jujuy,masculino,25,6514,9.355530883865576e-05
10,jujuy,femenino,26,6884,9.886931931920574e-05
10,jujuy,masculino,26,6621,9.509206322086886e-05
10,jujuy,femenino,27,7021,0.00010083693941605804
10,jujuy,masculino,27,6713,9.641338474576238e-05
10,jujuy,femenino,28,6925,9.945816912921264e-05
10,jujuy,masculino,28,6381,9.164513750375535e-05
10,jujuy,femenino,29,6860,9.852462674749439e-05
10,jujuy,masculino,29,6505,9.342604912426399e-05
10,jujuy,femenino,30,7206,0.00010349394465633304
10,jujuy,masculino,30,6845,9.83091938901748e-05
10,jujuy,femenino,31,6280,9.019455626447008e-05
10,jujuy,masculino,31,5660,8.128999816192687e-05
10,jujuy,femenino,32,5970,8.574227721319848e-05
10,jujuy,masculino,32,5428,7.795796996871713e-05
10,jujuy,femenino,33,5974,8.579972597515037e-05
10,jujuy,masculino,33,5401,7.757019082554187e-05
10,jujuy,femenino,34,6061,8.704923654760401e-05
10,jujuy,masculino,34,5787,8.311399635389943e-05
10,jujuy,femenino,35,6420,9.22052629327863e-05
10,jujuy,masculino,35,6047,8.68481658807724e-05
10,jujuy,femenino,36,6250,8.97636905498309e-05
10,jujuy,masculino,36,5897,8.469383730757645e-05
10,jujuy,femenino,37,5837,8.383210587829808e-05
10,jujuy,masculino,37,5625,8.07873214948478e-05
10,jujuy,femenino,38,5742,8.246769778194065e-05
10,jujuy,masculino,38,5365,7.705315196797485e-05
10,jujuy,femenino,39,6240,8.962006864495117e-05
10,jujuy,masculino,39,5756,8.266876844877227e-05
10,jujuy,femenino,40,6520,9.36414819815836e-05
10,jujuy,masculino,40,6139,8.81694874056659e-05
10,jujuy,femenino,41,6371,9.150151559887562e-05
10,jujuy,masculino,41,5666,8.13761713048547e-05
10,jujuy,femenino,42,6605,9.486226817306129e-05
10,jujuy,masculino,42,6228,8.94477223590955e-05
10,jujuy,femenino,43,6330,9.091266578886874e-05
10,jujuy,masculino,43,5820,8.358794864000253e-05
10,jujuy,femenino,44,5762,8.27549415917001e-05
10,jujuy,masculino,44,5511,7.915003177921889e-05
10,jujuy,femenino,45,5671,8.144798225729457e-05
10,jujuy,masculino,45,5330,7.655047530089579e-05
