Fecha,Encuesta,Estrato,Sexo,Edad,Nivel Educativo,Cantidad de Integrantes en el Hogar,Imagen del Candidato,Voto,Voto Anterior
2025-02-27,b476998d-afc8-428a-bb0a-6a90bc52b34e,Alto,Masculino,69,Primario incompleto,3,88.9202259451882,Candidato C,No votó
2024-02-07,90920b69-0abc-447e-8253-763876703835,Bajo,Femenino,58,Terciario/Universitario completo,6,10.32964050145545,En blanco,Candidato A
2024-11-21,f436498e-68af-42b8-9f62-6a97ebe7ef91,Alto,Femenino,30,Primario incompleto,6,98.65056510303694,No votó,En blanco
2025-02-07,80245320-00cb-4313-abdb-572063eaa07f,Bajo,Masculino,65,Posgrado,6,46.35799513542507,Candidato A,Candidato C
2025-03-13,a9774b71-de6d-4d7e-9f31-2acb2362dbc1,Alto,Femenino,70,Terciario/Universitario completo,2,62.73891802969616,En blanco,Candidato B
2024-07-27,b3191702-bb80-498d-970d-a545839137a6,Medio,Masculino,52,Primario incompleto,6,50.664470441395615,Candidato A,Candidato A
2025-08-27,3cc4f772-547e-4918-9463-c5f825ee54ab,Alto,Masculino,52,Terciario/Universitario incompleto,2,6.269828180932658,En blanco,Candidato A
2024-04-05,2d20481a-d216-4d53-9408-8ff7d7133061,Bajo,Femenino,21,Primario incompleto,2,76.57348324426039,Candidato C,No votó
2024-05-16,f4e1680b-05a0-4c72-b22a-4fc63f2de8a8,Medio,Femenino,39,Posgrado,1,40.1048926769415,En blanco,Candidato B
2023-11-22,be28e8c5-2b39-4c4e-a575-ae93ce749e8a,Bajo,Femenino,50,Terciario/Universitario completo,4,48.211734234461986,No votó,En blanco
2025-05-31,8fb87c76-af04-4a8d-969d-b137c9a57cd1,Bajo,Femenino,53,Terciario/Universitario incompleto,6,82.15264872438617,Candidato C,No votó
2024-06-07,6d5b7d50-1417-44f9-b7c1-44fb2b16ad04,Bajo,Masculino,18,Terciario/Universitario incompleto,4,31.157353881089943,En blanco,Candidato B
2024-02-08,1a895c62-990e-4f01-9d5a-acc7ed7a6edf,Alto,Masculino,28,Secundario incompleto,6,14.095989825880384,No votó,Candidato B
2025-05-10,b5c99b49-751f-4e54-a0e7-74869ed9c124,Medio,Masculino,76,Terciario/Universitario completo,2,4.562423684203132,Candidato A,No votó
2024-04-29,0a40a379-9a1a-4357-9d6c-84af266b0d37,Medio,Femenino,49,Posgrado,3,68.99677947161881,Candidato C,Candidato C
2024-08-24,bcee9d29-ce4f-4ca0-971a-a4f640a21015,Medio,Femenino,70,Terciario/Universitario incompleto,3,6.633505570580334,Candidato B,Candidato C
2025-07-19,a032149d-06fa-4b60-a063-75b8bb937826,Bajo,Femenino,19,Primario incompleto,2,59.3446390163237,En blanco,En blanco
2024-03-21,7f107645-094c-4230-a3b4-df81eeb3462c,Bajo,Masculino,58,Terciario/Universitario incompleto,1,6.814209195138654,En blanco,No votó
2024-07-25,abf0f4bd-4af0-46fe-9bbd-d1f416f14aad,Alto,Femenino,73,Primario completo,2,11.29062091476899,Candidato C,Candidato A
2024-10-05,81e774de-3c74-4119-b547-24dd269b6c3b,Medio,Masculino,34,Primario incompleto,6,39.38941078727276,En blanco,No votó
2025-08-04,c0c32da9-bc49-458e-a98b-7e5d5b1654ad,Bajo,Femenino,39,Primario incompleto,3,29.187731911071957,Candidato B,En blanco
2023-12-28,cda6a326-4514-47d6-966f-f3ec679b29e8,Alto,Masculino,26,Posgrado,6,10.724073965350744,En blanco,Candidato B
2024-01-27,03c8e104-6480-4dc0-b1c5-8f447e083c1b,Bajo,Femenino,40,Primario incompleto,3,94.18707909207546,Candidato C,Candidato C
2025-07-10,49c94aa5-e689-45e8-87c4-7eb84f8e3e01,Alto,Femenino,24,Posgrado,2,94.64720158537826,Candidato A,Candidato C
2024-03-02,08f1100b-fa32-42c4-b80a-fabf8cea309b,Medio,Femenino,57,Terciario/Universitario completo,6,96.26663572736399,Candidato C,Candidato A
2025-09-04,8d56206d-920c-4de9-8823-9867c5dd967b,Bajo,Masculino,53,Secundario incompleto,1,98.04231341272214,No votó,Candidato C
2025-05-04,09ce15a8-afd4-4c7b-af20-8346432fb308,Medio,Masculino,44,Primario incompleto,5,90.95307739908208,Candidato B,No votó
2024-04-27,1eb95739-b8ac-4d81-a522-ff4674b7061c,Medio,Masculino,79,Posgrado,4,56.60340491610645,No votó,Candidato C
2023-12-15,0d18533e-7efa-4faf-98ba-0bf3675e0c52,Alto,Femenino,68,Terciario/Universitario incompleto,2,40.42665733858254,Candidato B,No votó
2025-08-05,fee4e6bc-bd6d-4b92-85e6-95b1054b8816,Medio,Masculino,66,Posgrado,6,74.18233484953606,No votó,Candidato C
2025-01-28,ae2e45a4-ae44-44d7-8100-e66508c626a9,Alto,Femenino,22,Secundario completo,3,52.37682712657599,Candidato C,Candidato B
2025-03-16,eddb0263-c6a2-494d-b3e4-bd3a94fe31a0,Bajo,Femenino,34,Terciario/Universitario completo,3,22.733128731797446,Candidato A,Candidato C
2025-10-16,c317c3d4-afa4-4554-beb4-6b244a2edd41,Alto,Masculino,54,Primario completo,2,77.57118660613821,Candidato B,Candidato C
2025-11-06,8429aeae-877e-4ea1-8339-93f235045f77,Alto,Femenino,24,Posgrado,6,16.305482874399868,Candidato A,No votó
2024-12-28,d59b148f-fa7b-4f5f-a2d5-9938571c9d78,Bajo,Femenino,51,Terciario/Universitario incompleto,1,65.17861344545506,No votó,Candidato C
2025-02-19,1db1dfdc-357f-4a64-8029-88fdf8cc3f3b,Bajo,Masculino,22,Terciario/Universitario incompleto,5,94.97664057960128,No votó,Candidato C
2025-04-21,ce0755e3-5456-4b12-bb52-451d90e7e1a1,Alto,Femenino,73,Terciario/Universitario incompleto,6,53.53005499039113,No votó,En blanco
2024-01-06,3e1e165d-ecad-4b86-b16f-1487f7f21e5c,Bajo,Masculino,55,Posgrado,6,14.541513693297558,En blanco,En blanco
2023-11-30,88644581-b857-4478-ac82-5818960da788,Bajo,Femenino,26,Primario completo,2,35.83347833558731,No votó,Candidato A
2024-02-14,299cf16b-5a75-43c0-a02a-35e9ae6b4c8e,Medio,Masculino,49,Secundario incompleto,3,51.07630211577388,En blanco,Candidato A
2025-03-17,272eaa36-e642-465c-9e38-6aebea96abe6,Alto,Masculino,20,Secundario incompleto,4,43.208208514305426,Candidato C,En blanco
2024-04-04,d1f0c570-bf55-45ce-98a1-a54654a6087c,Medio,Femenino,51,Primario completo,1,14.909201064259847,Candidato B,Candidato B
2025-02-22,0d1f0a7f-d0fc-4922-95be-263b0253dc8c,Bajo,Masculino,71,Primario completo,3,59.81803730043651,Candidato A,Candidato B
2025-08-15,583678ee-f3ca-4f64-a7fa-8b8a909b471c,Alto,Femenino,68,Terciario/Universitario incompleto,4,88.00125583030545,En blanco,Candidato B
2025-01-30,4b1dd9fd-a02e-4b76-8a8b-77da5cfa38b1,Medio,Masculino,32,Primario completo,5,97.16833259288765,Candidato C,Candidato C
2024-02-10,6756264d-c864-4f78-beaf-167952b04994,Alto,Masculino,40,Primario completo,3,18.138256490835868,Candidato C,Candidato C
2024-09-08,2b8771df-fcca-46b8-ae56-627499c7abea,Bajo,Masculino,24,Primario completo,1,65.83084752212514,En blanco,No votó
2024-01-20,918ff358-2408-43c2-89d0-a7f400425fc6,Bajo,Masculino,53,Primario completo,6,2.1763915827471503,Candidato A,En blanco
2024-08-23,57627626-2037-4089-b11f-a10a0b2975c6,Medio,Masculino,71,Secundario incompleto,3,14.98194642577657,Candidato A,En blanco
2025-08-18,b8bc6621-f2d7-4e55-8262-a5aaedec31ef,Alto,Masculino,63,Secundario completo,2,51.337945695596964,Candidato A,No votó
2024-02-08,aa099a46-f25a-4c68-a8ef-99e97afc50cd,Medio,Femenino,31,Posgrado,4,60.64208812381175,Candidato B,En blanco
2023-12-08,41f2005b-c753-4df5-a9af-a87ad181d9bf,Alto,Masculino,29,Secundario incompleto,1,24.78770919307398,En blanco,Candidato B
2025-02-22,11fba56e-300a-4187-9cb9-f9aabf4ddeaa,Alto,Masculino,62,Primario completo,4,73.47227390484262,Candidato A,No votó
2023-11-26,47595b01-6c83-4975-afa2-ce128c833848,Medio,Femenino,60,Terciario/Universitario completo,5,89.2051365687851,Candidato A,En blanco
2024-04-09,878f40ed-2c80-4ac7-9484-57dff3254f2d,Alto,Femenino,79,Terciario/Universitario incompleto,3,97.00718441867117,En blanco,Candidato C
2024-04-01,a3af11d0-a8ab-49f1-9033-93102b7bde99,Medio,Masculino,32,Secundario incompleto,2,10.392682057775126,En blanco,Candidato A
2025-05-20,f110397a-1c2c-4a34-9466-5d45284b7bcd,Medio,Masculino,43,Primario completo,3,68.33388244920795,No votó,Candidato B
2024-02-14,8b1dc2f8-cbf1-493c-a1d3-377281011c5b,Alto,Femenino,30,Primario incompleto,1,52.29902536811242,Candidato B,No votó
2024-11-16,6f446806-c137-4e75-a27b-9de79ae445e0,Medio,Femenino,56,Primario completo,6,69.80796525054343,Candidato A,En blanco
2024-04-21,037d9752-48f3-431c-8fb7-c3bb4408c04c,Bajo,Masculino,62,Posgrado,3,93.34128833821667,Candidato C,Candidato C
2025-05-27,d1db32f8-fda8-44ea-874d-d25c6dbf859c,Alto,Femenino,65,Terciario/Universitario completo,6,28.64592994387798,Candidato A,No votó
2025-07-23,4218ca25-f23d-4306-87ca-f779b7c97da8,Alto,Femenino,46,Secundario completo,1,88.13122109789153,Candidato B,Candidato A
2023-12-27,5163de1d-8df7-4267-86fa-db0e89b1e0d4,Bajo,Masculino,40,Primario completo,3,9.060987240653418,En blanco,Candidato A
2025-11-06,b4a06976-30a3-4251-979e-9a46fd768f63,Medio,Femenino,28,Primario completo,6,4.132897134044466,No votó,Candidato A
2025-04-20,2446ecee-caa0-4679-ae83-a7b2c857d8c3,Alto,Femenino,35,Posgrado,4,92.50862703024245,Candidato A,Candidato A
2023-11-27,82e7448c-c003-4457-8184-7803d840fccb,Bajo,Femenino,64,Terciario/Universitario incompleto,1,25.892934584774896,Candidato A,Candidato B
2025-01-05,b38e5adb-a93f-4902-88de-c9ab27c3e784,Medio,Masculino,80,Primario incompleto,6,71.06481666867522,Candidato A,No votó
2024-10-05,62574c5a-9033-44bf-8812-36e6ec77cfc8,Alto,Femenino,75,Secundario incompleto,3,21.976545446453542,Candidato C,En blanco
2025-03-06,094f7d5a-f313-40b0-b6d1-42d05c66a9bb,Bajo,Femenino,40,Terciario/Universitario incompleto,2,58.82895805245799,Candidato B,Candidato C
2024-01-27,a2fc7fe3-6961-40ac-a994-f3e68fc4edd3,Alto,Femenino,80,Terciario/Universitario completo,6,34.028531804945025,En blanco,No votó
2025-08-20,c29ed120-cddb-4316-8c68-fd3f9d37da5c,Medio,Masculino,53,Secundario completo,6,72.29989229346413,Candidato B,Candidato A
2024-05-29,5cba9be3-0404-44c0-a65a-3ae43a72017d,Bajo,Masculino,72,Terciario/Universitario completo,2,74.4810042536854,Candidato B,Candidato A
2024-01-03,28948b4c-f0fc-4cc6-bb46-ed398772c347,Bajo,Femenino,30,Primario completo,3,90.23353834926756,Candidato B,En blanco
2024-04-29,5abec113-a183-4fdb-b1cb-5e8eae2562ca,Medio,Femenino,31,Posgrado,3,80.33723669416557,Candidato B,Candidato C
2024-01-04,04e6748a-7f3a-47dc-b339-0a6ea0b87e45,Medio,Masculino,47,Posgrado,5,45.01603379769158,No votó,En blanco
2025-03-26,9251ad08-3fcb-44fa-bc39-e1b3bb1d8677,Alto,Masculino,71,Terciario/Universitario completo,6,12.731314478996191,Candidato A,En blanco
2024-06-30,2f6570d7-4643-4705-bdf8-eeefe44a01f6,Medio,Masculino,38,Secundario incompleto,1,67.13911525670602,Candidato A,Candidato A
2024-08-08,6b83f00f-ed2e-436f-8211-2edaf1e7ea9b,Alto,Masculino,80,Primario incompleto,2,43.924965660609516,En blanco,Candidato C
2024-10-13,3c9a9236-72bb-47b3-92b9-573113f2dc86,Medio,Masculino,26,Terciario/Universitario completo,4,70.88041997031172,En blanco,No votó
2024-03-29,dd1f8e30-731c-477a-b6bc-a2a2be792965,Alto,Femenino,35,Terciario/Universitario completo,2,98.81931674691631,Candidato C,No votó
2023-12-27,cf709452-ce8c-437e-a51c-0cdb824734df,Alto,Masculino,53,Terciario/Universitario incompleto,5,33.47731624113494,Candidato B,En blanco
2024-12-05,30331476-f53f-43dd-99b5-3b7fb47a5dce,Alto,Masculino,60,Posgrado,5,44.367467625354365,Candidato A,Candidato C
2024-11-06,10b2e6e5-ec6e-41bd-b0c4-55a92a1bc112,Bajo,Masculino,67,Terciario/Universitario completo,5,34.32675505623279,Candidato A,No votó
2023-12-10,650dd400-a27e-480d-ad3f-4b37ed9081c1,Alto,Masculino,67,Posgrado,1,32.12927627423981,No votó,En blanco
2025-02-15,6fed6cc5-40b0-40a4-8598-244bf0bd7405,Medio,Masculino,18,Secundario incompleto,4,24.250211429325073,Candidato A,Candidato B
2024-01-27,5b2d81cc-c602-4d20-81fa-924ee1bccfb2,Medio,Masculino,23,Posgrado,3,35.28671468103344,Candidato A,No votó
2025-05-06,4e98ce25-1733-4a7c-93e8-36639c14940d,Alto,Masculino,60,Terciario/Universitario incompleto,6,36.20311169117917,Candidato B,Candidato B
2024-09-08,c334f558-02ce-4581-be15-aa2c07b6e28f,Medio,Femenino,70,Terciario/Universitario completo,6,35.84255867440026,En blanco,Candidato A
2024-04-12,65dcac6c-c329-470a-b3e9-e55e402492a3,Alto,Masculino,38,Primario completo,1,94.79166844345376,Candidato C,En blanco
2024-05-30,a2a7d0fc-c683-4d33-af84-439262f9dbb2,Bajo,Femenino,37,Primario incompleto,3,37.51970544557551,Candidato A,No votó
2024-08-14,b27516ea-63a6-4ae9-ac4e-bce0a02a1b21,Bajo,Masculino,73,Primario completo,1,1.7419214500525637,En blanco,Candidato B
2025-10-12,952b1ee1-09d5-464f-9292-8f4be1514a0d,Alto,Masculino,63,Posgrado,1,96.48469435309782,Candidato C,Candidato B
2025-05-31,919c21ed-d471-43e7-9ac5-f4f0771ec087,Bajo,Femenino,68,Primario completo,5,58.102883054647705,Candidato A,No votó
2024-11-09,4741ee56-b5e2-434d-907d-85322076d932,Alto,Femenino,78,Terciario/Universitario completo,2,30.820104033126917,No votó,Candidato B
2025-08-22,65e96753-0638-4bd3-926e-eeba53ff6644,Medio,Femenino,38,Terciario/Universitario incompleto,3,79.37678814146327,Candidato B,Candidato A
2025-10-10,22a5a421-858d-47da-abc1-6f6979460978,Bajo,Masculino,20,Terciario/Universitario completo,2,2.2010069676441923,Candidato A,Candidato C
2025-10-23,dd6d47e4-90e0-472f-94dc-01bc0aa56583,Bajo,Masculino,23,Primario incompleto,4,85.46083039360555,Candidato C,Candidato A
2025-01-25,11c272d8-0126-4789-9c6b-e59658f16c91,Bajo,Femenino,57,Secundario completo,2,11.881786818992325,Candidato C,En blanco
2024-03-20,abe0a177-1c5e-4698-b7a0-2afd30d6863f,Alto,Masculino,18,Primario completo,5,2.419811810608241,No votó,Candidato C
2025-05-04,50852f4f-0b09-4c41-b89a-28298a663359,Medio,Femenino,36,Primario completo,5,14.337546447459593,Candidato B,En blanco
2025-04-15,f45aa79b-d855-4b35-9763-b159ed9a189a,Medio,Femenino,69,Secundario completo,2,83.52146828549817,No votó,Candidato C
2024-04-15,64849eb5-5096-4cf2-867f-ece7f1ff06dc,Alto,Masculino,25,Terciario/Universitario incompleto,1,5.073155951807795,No votó,Candidato B
2025-06-28,fe292238-fbfb-4602-a011-bc8ae7bf9a96,Alto,Femenino,28,Primario incompleto,6,91.37843590701216,No votó,No votó
2023-12-25,680aee2a-466b-406f-a2b4-d215c3c5707d,Alto,Masculino,63,Terciario/Universitario incompleto,5,29.1824765233865,Candidato B,En blanco
2025-07-14,25c1df67-987d-416d-a462-c274abbf66c7,Medio,Femenino,35,Secundario incompleto,2,19.699249233170946,No votó,En blanco
2025-04-18,82f1240d-4e5c-4dd2-9dda-17a36779de0d,Bajo,Masculino,80,Primario completo,4,65.50393876542286,No votó,Candidato B
2024-03-11,e4907635-2019-40c6-a9b4-96640f52361d,Medio,Femenino,30,Terciario/Universitario completo,5,24.242333319972577,Candidato C,En blanco
2025-08-27,b48f653e-7b1b-4b6b-a91e-70af224af354,Alto,Femenino,50,Primario completo,6,56.523667337639516,No votó,Candidato B
2024-03-14,b93c2989-c399-4d7f-b75d-b71ea4531fe9,Alto,Femenino,53,Secundario completo,4,76.39004902766095,Candidato B,Candidato B
2024-08-01,85050a17-d2e1-4d4d-bad4-c2880bf56ed8,Medio,Femenino,40,Secundario incompleto,5,66.76871361802228,Candidato B,Candidato A
2024-12-25,b0f1bb1d-8e10-4ed6-92d0-72230b20ee0f,Alto,Femenino,73,Terciario/Universitario completo,5,31.738336864304216,Candidato B,Candidato C
2024-05-22,6323c57f-a197-4954-b283-5498be80793e,Alto,Masculino,46,Secundario completo,3,63.332802575930955,Candidato C,En blanco
2024-02-09,ccd66756-583e-46a4-ae22-fd39f31e2448,Bajo,Femenino,23,Primario completo,3,62.88085228700342,Candidato A,En blanco
2025-02-15,14aaaefe-1532-41c9-9020-baee95fc7389,Bajo,Femenino,44,Terciario/Universitario completo,3,2.0736352093231547,Candidato A,Candidato A
2025-10-25,43fd46ff-d034-49a4-aca7-23c48f4ed442,Medio,Femenino,50,Terciario/Universitario completo,1,46.083922889105935,Candidato C,Candidato C
2024-10-18,53f3c158-42ce-41c0-8cd9-f2af339c5a75,Bajo,Masculino,52,Terciario/Universitario completo,1,63.272517875958954,En blanco,Candidato C
2025-04-09,c846bf90-40fe-4898-b56b-9357b34dc8b0,Medio,Femenino,71,Secundario incompleto,4,38.158077905932075,En blanco,No votó
2024-03-24,74dbcc40-ef7d-4e1a-8476-af98425de95f,Alto,Masculino,44,Terciario/Universitario completo,3,16.042800042986084,No votó,Candidato B
2023-11-20,c1b5468a-27bb-4580-a8f5-8c5dffa08419,Bajo,Femenino,25,Terciario/Universitario completo,2,91.26367081173147,Candidato C,Candidato C
2024-11-10,271f2772-8d7f-4ba5-b2e6-316ee6710ad2,Medio,Femenino,23,Primario completo,4,1.086598752321588,No votó,Candidato A
2025-04-22,2d4da4ef-95e3-4180-a1ee-691a09e1c3b0,Alto,Masculino,55,Primario incompleto,2,86.52750924425382,Candidato B,Candidato B
2024-09-23,e55e44b8-08a6-45b4-8321-0210a43c991d,Medio,Femenino,80,Secundario incompleto,6,16.670264729758077,Candidato A,No votó
2025-10-09,f25dcb50-d15b-4985-90ea-a1d2c1f8190b,Alto,Femenino,47,Secundario completo,6,99.13870370370839,Candidato C,Candidato C
2025-01-25,ca8033a7-a5fd-49c8-b161-0b3d1257363c,Alto,Femenino,38,Secundario incompleto,6,91.06861356621543,En blanco,Candidato C
2025-09-19,cff0c8ac-3d1c-468c-9c63-765b74e04bbb,Bajo,Masculino,29,Secundario incompleto,6,9.183054692901427,Candidato A,Candidato B
2024-12-09,b5a3cece-28cd-438a-85b3-03d3756b6c0d,Bajo,Masculino,36,Terciario/Universitario incompleto,6,76.76405910722842,Candidato B,Candidato A
2025-10-22,2287401b-a7bb-4a76-a9a4-a856556b20fa,Medio,Femenino,33,Terciario/Universitario incompleto,6,66.78130643399938,Candidato A,En blanco
2024-07-08,0ea255e0-8e50-479a-8582-644479faf501,Medio,Masculino,58,Secundario incompleto,6,86.46407889289495,En blanco,Candidato A
2025-03-28,848610cf-d212-46c2-9519-401c8b1f1137,Medio,Femenino,45,Primario completo,4,49.63910598707834,No votó,No votó
2024-08-13,c65d8e4e-d01e-488b-80a1-402e57e7ef7b,Medio,Femenino,61,Secundario incompleto,5,31.209432010203443,Candidato A,En blanco
2024-09-06,9b87cc5e-6d7f-49b2-9a9e-8547147a08ac,Bajo,Masculino,62,Terciario/Universitario incompleto,1,79.07833186875355,No votó,Candidato C
2025-08-21,55f7792a-739a-49e2-91fd-7d4a5a31a6a6,Medio,Femenino,36,Secundario completo,6,73.64090804357446,Candidato C,Candidato B
2025-04-03,5cafa108-832c-4b79-a0c8-e5a0d560e64c,Bajo,Femenino,20,Primario incompleto,2,53.638281906770565,No votó,Candidato C
2024-05-22,a2f62516-dc88-409c-9760-4342fcbc3229,Alto,Femenino,19,Primario completo,5,98.54026411063748,Candidato C,No votó
2024-03-08,eceec38d-511f-4da9-a2d8-01701e6cbd83,Alto,Masculino,71,Secundario completo,6,76.94747947056466,Candidato B,Candidato A
2025-01-18,20068c1c-bbd7-43b3-aebe-d37d05d156b6,Bajo,Masculino,18,Primario incompleto,4,49.71408172502368,Candidato A,Candidato A
2025-04-29,9b83acd5-e2cc-4dd8-967f-ec5e04ea581d,Alto,Femenino,58,Terciario/Universitario incompleto,4,92.5809283679158,Candidato A,Candidato B
2023-11-19,a5387901-69f1-4ccd-8b4c-ba0a317eeb1d,Bajo,Masculino,72,Terciario/Universitario completo,4,50.58197515286898,Candidato A,Candidato B
2024-10-30,cbf8e26a-4fae-467b-b2e7-4e770fe1cedf,Bajo,Femenino,35,Primario incompleto,2,84.3108756658452,Candidato A,Candidato C
2025-06-07,99b702a2-0d5f-424a-a963-544a63b74101,Medio,Masculino,22,Terciario/Universitario incompleto,2,4.995281430913268,Candidato B,No votó
2024-01-10,2b0c9fdd-b61b-43e9-8b60-fefcc47e330e,Alto,Masculino,73,Posgrado,6,12.990880564643659,Candidato C,Candidato B
2024-07-27,ed469bf4-d5cf-4dc4-ab1c-3ba45b9e42d0,Medio,Femenino,80,Primario completo,4,21.29408192858261,Candidato A,Candidato C
2025-06-06,70d22718-0dd3-4d11-a881-81a813d1ea49,Medio,Masculino,60,Terciario/Universitario completo,4,23.210913761119357,Candidato A,Candidato C
2023-12-15,9ec12fa2-e6df-42ce-9aa9-09f15adffd04,Bajo,Masculino,38,Posgrado,4,14.04302873130423,Candidato C,Candidato B
2025-01-05,4f4b4ed5-ac1d-42e8-817d-f4f8c1a7de00,Bajo,Masculino,38,Secundario completo,6,4.153337777012178,Candidato C,Candidato C
2024-06-15,74219d3e-cdc3-4412-995e-17e1900f72f7,Bajo,Femenino,80,Primario completo,6,55.96194944645399,En blanco,Candidato B
2024-02-22,74279656-07db-44e0-ae40-25346987b052,Alto,Femenino,53,Secundario completo,6,58.997080354011146,Candidato A,No votó
2024-05-14,f30459cc-30c4-4d61-839f-4b86cd6a5e0c,Bajo,Femenino,59,Secundario incompleto,6,72.65297681367186,Candidato A,Candidato A
2025-06-23,18a77594-5b8c-4949-9068-61d3633d9c54,Alto,Femenino,80,Terciario/Universitario completo,2,61.48554864055772,En blanco,En blanco
2024-11-18,05765983-59cd-412a-86b4-2b6f1f94e3c8,Alto,Femenino,36,Terciario/Universitario incompleto,3,45.31567592205039,Candidato B,Candidato C
2024-08-09,b0c952af-9db3-4510-a75d-08552d5590c9,Alto,Femenino,21,Primario completo,1,44.991188791001015,Candidato C,Candidato C
2025-02-25,52a33c33-037e-4725-a5a1-bdaea747795e,Bajo,Femenino,68,Posgrado,6,1.4063289284765634,Candidato C,En blanco
2024-06-20,befa9c47-8dd6-450f-8a6e-f7ce74db99f3,Bajo,Femenino,63,Posgrado,2,61.639938326523826,No votó,Candidato C
2025-04-16,79fe0a1b-7efb-4877-b1e1-86d7df254e5d,Bajo,Masculino,33,Primario completo,5,63.59109843080329,No votó,Candidato A
2024-08-14,891dfa7b-0d3d-46aa-9ba4-5b5e1498665b,Alto,Masculino,72,Terciario/Universitario completo,1,62.573505105085594,Candidato A,Candidato A
2025-02-10,c8a17945-ca6d-4e06-a6e5-1767dcb32e4a,Alto,Masculino,74,Primario incompleto,3,96.16982290057715,Candidato B,Candidato A
2025-10-02,071dade6-4322-45ee-aceb-9505dbc33e56,Bajo,Masculino,62,Secundario incompleto,6,70.32759973565229,No votó,No votó
2025-03-16,d62b68d4-1880-4a4b-840f-bb0ba5e327af,Medio,Femenino,51,Secundario completo,2,21.07328111434975,Candidato A,Candidato B
2025-09-03,5bc9e889-5567-484c-9480-f037d39a4bb0,Medio,Masculino,26,Secundario incompleto,1,61.06155164501773,Candidato C,Candidato B
2025-03-06,f7d870b6-78ac-4704-9936-5f61f484878d,Alto,Femenino,34,Secundario completo,2,55.39242349110606,Candidato C,No votó
2024-02-20,843fb606-e8b7-42da-a77e-5c1808771fe6,Bajo,Masculino,56,Terciario/Universitario incompleto,3,67.28060498972613,Candidato C,Candidato A
2025-05-18,f5b7751f-497e-48aa-8e03-a34da022dfee,Bajo,Femenino,21,Primario incompleto,2,59.482629985888636,Candidato C,No votó
2024-07-08,5672ebc7-606e-4502-802f-9cc4096bfaff,Medio,Femenino,68,Secundario incompleto,4,75.74364397696564,Candidato A,Candidato B
2024-09-06,b22b8974-8c5c-492f-b1c5-1dda28280370,Medio,Masculino,42,Posgrado,3,45.802794076986956,Candidato A,No votó
2025-06-13,c781e11f-2cb3-4568-a91a-58af259a2b28,Alto,Masculino,44,Posgrado,5,56.686078941360286,En blanco,No votó
2024-09-26,ae09ccfb-a3de-481f-a8b2-99bcebbe1a41,Bajo,Femenino,35,Secundario completo,6,92.56495043088192,Candidato C,Candidato C
2025-08-14,ef23d4af-e0ff-48a5-b172-840f3e19d0ba,Bajo,Femenino,55,Terciario/Universitario completo,4,26.391054359599963,Candidato C,Candidato B
2025-03-29,061ae8d1-f212-4c6f-9409-88e79fed6060,Medio,Masculino,32,Terciario/Universitario completo,3,66.24839179780206,Candidato C,Candidato B
2024-01-11,a036e74b-e34d-4804-b565-7d007ba06f58,Medio,Masculino,34,Secundario completo,5,73.79454979372903,Candidato A,No votó
2023-11-11,39f706d4-0b4e-416d-a5ea-29d1adae7e45,Bajo,Masculino,78,Terciario/Universitario incompleto,6,82.11725303083716,Candidato B,En blanco
2025-02-13,541d1a81-4815-442c-a2bb-62833d83ad7c,Medio,Masculino,38,Primario completo,4,57.33106486847133,En blanco,Candidato A
2024-04-07,5a220eb2-3cf9-41fe-b75a-7e6f2b863694,Bajo,Masculino,76,Posgrado,4,97.4188515958856,Candidato C,En blanco
2025-05-05,6bb6204e-e0db-42d3-a9e3-16ad39ddc477,Alto,Femenino,69,Terciario/Universitario completo,4,96.29280395517443,Candidato B,No votó
2024-07-26,90bccb66-e063-4450-9d00-57167680891b,Alto,Femenino,52,Terciario/Universitario completo,1,51.372537215951354,Candidato B,Candidato C
2024-03-13,c5507d2b-909e-4f78-a2f2-52912353d455,Alto,Femenino,49,Terciario/Universitario incompleto,3,45.22131044170003,Candidato A,No votó
2024-05-13,956a2f20-ee28-4bb7-a982-100c03729e33,Alto,Femenino,74,Terciario/Universitario incompleto,5,10.325246986863789,En blanco,Candidato B
2024-05-01,b7ed75b4-63d0-4ccd-afdb-4e0b01716f1d,Medio,Femenino,46,Primario completo,3,58.71642739790062,Candidato C,Candidato C
2025-03-19,261cec19-fff8-4cec-ac05-b870cd34bcd7,Bajo,Masculino,63,Terciario/Universitario completo,3,31.104452403405027,No votó,Candidato A
2024-10-23,52c553b5-d2f7-4429-8671-493804fe973d,Bajo,Femenino,25,Primario incompleto,3,68.7999293776127,Candidato A,Candidato B
2024-08-30,0c15a575-09c6-4c1d-80f2-460382951fe0,Medio,Femenino,45,Secundario incompleto,6,71.62163215556829,Candidato B,Candidato B
2025-05-14,92b035e0-1ca5-42f5-acf1-50e6c6f149c7,Bajo,Femenino,41,Terciario/Universitario incompleto,3,86.60255025393346,Candidato B,Candidato B
2025-09-19,2734f9bb-c740-4255-a5cf-51c49c899296,Bajo,Femenino,28,Secundario completo,4,74.30999503047974,No votó,Candidato B
2025-04-16,c9a6e611-613f-418d-896e-f1a5ac707464,Bajo,Femenino,51,Terciario/Universitario incompleto,5,80.93983613582874,Candidato B,Candidato C
2025-01-24,916b51ee-6fae-4eda-ab32-5d4806c4e109,Bajo,Masculino,21,Posgrado,5,84.10985318216211,No votó,No votó
